name,location,property_type,accommodates,amenities,price,min_nights,max_nights,review_rating,tags
a big room in kensington market's townhouse,kensington-chinatown,private room in townhouse,2,"paid parking on premises, wifi, bathtub, freezer, laundromat nearby, smoke alarm, oven, hangers, hair dryer, hot water, lock on bedroom door, carbon monoxide alarm, kitchen, bbq grill, coffee maker, air conditioning",74.0,1,365,4.59,
2025 june  promo 4bdrs/greektown/3 parkings/foodie,danforth,entire home,8,"wine glasses, wifi, dining table, kitchen, hot water, shampoo, exterior security cameras on property, clothing storage, shower gel, baking sheet, first aid kit, bathtub, room-darkening shades, stove, coffee, dryer, dishes and silverware, tv, washer, dedicated workspace, free parking on premises, iron, dishwasher, conditioner, cooking basics, smoke alarm, oven, hangers, hair dryer, carbon monoxide alarm, cleaning products, microwave, air conditioning, coffee maker, trash compactor, hot water kettle, refrigerator, heating, bed linens, toaster",443.0,2,180,5.0,"king, parking"
spacious & bright luxury suite near union station,waterfront communities-the island,entire condo,5,"lockbox, single level home, stainless steel oven, gym, laundromat nearby, pets allowed, kitchen, hot water, private entrance, shampoo, shower gel, fast wifi – 740 mbps, baking sheet, outdoor furniture, elevator, clothing storage: closet, bathtub, pool, 50 inch hdtv with roku, dishes and silverware, free dryer – in unit, central air conditioning, free washer – in unit, toaster, iron, dishwasher, central heating, stainless steel electric stove, conditioner, cooking basics, smoke alarm, hot tub, self check-in, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, portable fans, cleaning products, microwave, private patio or balcony, coffee maker, hot water kettle, essentials, refrigerator, paid parking garage on premises – 1 space, bed linens, long term stays allowed, body soap",250.0,28,200,4.93,"bright, luxury, spacious, suite, waterfront"
harbord village hidden gem - long-term stay,palmerston-little italy,entire home,2,"lockbox, wine glasses, stainless steel oven, wifi, freezer, laundromat nearby, dining table, kitchen, hot water, private entrance, shampoo, free street parking, luggage dropoff allowed, books and reading material, clothing storage: closet, bathtub, stove, dishes and silverware, free dryer – in unit, free washer – in unit, free parking on premises, toaster, central heating, cooking basics, smoke alarm, self check-in, hangers, carbon monoxide alarm, microwave, hot water kettle, essentials, refrigerator, bed linens, long term stays allowed, body soap",86.0,28,365,4.4,"little italy, palmerston"
the suite toronto 850 sq ft 2br views upscale,waterfront communities-the island,entire condo,5,"lockbox, wifi, kitchen, hot water, shampoo, elevator, stove, lake view, dryer, dishes and silverware, tv, washer, dedicated workspace, free parking on premises, iron, dishwasher, city skyline view, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, carbon monoxide alarm, private patio or balcony, microwave, shared pool, air conditioning, coffee maker, essentials, refrigerator, heating, bed linens",561.0,28,1125,4.73,"suite, view, views, waterfront"
bright 2 bedroom + parking close to 401,willowdale east,entire condo,4,"wifi, gym, shared hot tub, kitchen, hot water, private entrance, shampoo, elevator, stove, dryer, dishes and silverware, tv, washer, free parking on premises, iron, dishwasher, cooking basics, smoke alarm, oven, hangers, hair dryer, fire extinguisher, extra pillows and blankets, carbon monoxide alarm, microwave, private patio or balcony, shared pool, air conditioning, coffee maker, essentials, refrigerator, heating, bed linens, long term stays allowed, bbq grill",155.0,30,1125,4.92,"bright, king, parking"
close airport basement room.,rockcliffe-smythe,private room in home,2,"wine glasses, wifi, dining table, kitchen, hot water, shampoo, exterior security cameras on property, shower gel, clothing storage, stove, dryer, dishes and silverware, washer, lock on bedroom door, dedicated workspace, free parking on premises, iron, smoke alarm, oven, hangers, hair dryer, fire extinguisher, carbon monoxide alarm, cleaning products, microwave, air conditioning, coffee maker, trash compactor, essentials, refrigerator, heating, long term stays allowed, body soap",30.0,28,365,4.5,basement
room with private bathroom and entrance in toronto,annex,private room in home,2,"wifi, central heating, room-darkening shades, essentials, shampoo, paid street parking off premises, smoke alarm, bed linens, tv, central air conditioning, lock on bedroom door, hot water, carbon monoxide alarm, cleaning products, dedicated workspace, host greets you, shower gel",93.0,28,365,4.61,"annex, bath, private"
loft with beautiful terrace (long term rental),trinity-bellwoods,entire condo,2,"drying rack for clothing, wine glasses, stainless steel oven, wifi, freezer, outdoor dining area, laundromat nearby, blender, dining table, kitchen, hot water, private entrance, shampoo, bbq grill: electric, hdtv with netflix, exterior security cameras on property, shower gel, free street parking, baking sheet, first aid kit, stainless steel gas stove, outdoor furniture, elevator, luggage dropoff allowed, clothing storage: closet, bathtub, room-darkening shades, coffee, babysitter recommendations, dishes and silverware, free dryer – in unit, central air conditioning, backyard, dedicated workspace, free washer – in unit, toaster, iron, dishwasher, paid street parking off premises, city skyline view, conditioner, smoke alarm, cooking basics, barbecue utensils, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, fire extinguisher, microwave, private patio or balcony, coffee maker, hot water kettle, essentials, refrigerator, heating, mini fridge, bed linens, long term stays allowed, body soap",120.0,28,1125,5.0,"loft, trinity-bellwoods"
upper beaches quiet ravine home in toronto,woodbine corridor,entire home,5,"wine glasses, wifi, ethernet connection, freezer, housekeeping available 4 hours a day, 3 days a week - available at extra cost, outdoor dining area, pets allowed, ac - split type ductless system, dining table, kitchen, hot water, board games, shampoo, private entrance, exterior security cameras on property, shower gel, outdoor furniture, first aid kit, radiant heating, books and reading material, stainless steel gas stove, outlet covers, clothing storage: closet, luggage dropoff allowed, bathtub, room-darkening shades, coffee, dishes and silverware, tv, washer, dryer – in building, coffee maker: keurig coffee machine, free parking on premises, toaster, iron, dishwasher, paid parking off premises, conditioner, cooking basics, smoke alarm, self check-in, heating - split type ductless system, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, fire extinguisher, microwave, patio or balcony, private backyard, hot water kettle, smart lock, lg refrigerator, bed linens, long term stays allowed, body soap",193.0,1,365,4.96,"beach, beaches, quiet"
toronto 3br home steps to the beach!,the beaches,entire home,6,"wifi, children’s dinnerware, kitchen, hot water, private entrance, shampoo, luggage dropoff allowed, bathtub, room-darkening shades, stove, dryer, dishes and silverware, tv, washer, backyard, dedicated workspace, free parking on premises, iron, dishwasher, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, microwave, patio or balcony, air conditioning, coffee maker, hot water kettle, essentials, lake access, refrigerator, heating, smart lock, bed linens, long term stays allowed, toaster",280.0,31,140,4.85,"beach, beaches"
great house on palmerston blvd in downtown toronto,palmerston-little italy,entire home,8,"drying rack for clothing, wine glasses, wifi, ethernet connection, pack ’n play/travel crib - available upon request, freezer, coffee maker: espresso machine, french press, nespresso, children’s dinnerware, outdoor dining area, ac - split type ductless system, indoor fireplace: electric, blender, record player, dining table, kitchen, hot water, board games, dacor refrigerator, dacor stainless steel gas stove, private entrance, bbq grill: gas, shower gel, baking sheet, first aid kit, outdoor furniture, books and reading material, luggage dropoff allowed, bathtub, room-darkening shades, high chair, free driveway parking on premises – 2 spaces, coffee, keypad, bose bluetooth sound system, dishes and silverware, free dryer – in unit, dedicated workspace, dacor stainless steel oven, free washer – in unit, iron, dishwasher, central heating, paid street parking off premises, courtyard view, cooking basics, bodywash body soap, smoke alarm, barbecue utensils, self check-in, tres somnee shampoo, piano, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, fire extinguisher, microwave, private patio or balcony, clothing storage: walk-in closet, closet, wardrobe, and dresser, hot water kettle, 55 inch hdtv with standard cable, essentials, tres sommne conditioner, private backyard – not fully fenced, bed linens, toaster",899.0,3,28,4.94,"downtown, little italy, palmerston"
"arthouse, designer 1-bedroom with office/ backyard",danforth east york,entire bungalow,3,"wine glasses, stainless steel oven, wifi, ethernet connection, freezer, outdoor dining area, laundromat nearby, window ac unit, 50 inch hdtv with netflix, fire tv, chromecast, apple tv, disney+, premium cable, hbo max, amazon prime video, stainless steel stove, kitchen, hot water, board games, shampoo, dining table, private entrance, free street parking, shower gel, baking sheet, first aid kit, outdoor furniture, books and reading material, luggage dropoff allowed, clothing storage: closet, room-darkening shades, various conditioner, coffee, keypad, dishes and silverware, free dryer – in unit, bidet, dedicated workspace, free washer – in unit, free parking on premises, iron, dishwasher, various body soap, cooking basics, private backyard – fully fenced, smoke alarm, self check-in, barbecue utensils, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, private patio or balcony, sound system, coffee maker, trash compactor, hot water kettle, essentials, sun loungers, refrigerator, bed linens, pocket wifi, movie theater, long term stays allowed, bbq grill, toaster",146.0,3,60,4.92,office
cozy beach cabin,the beaches,entire guest suite,2,"wine glasses, wifi, pets allowed, indoor fireplace: electric, beach access – beachfront, kitchen, hot water, private entrance, shampoo, baking sheet, radiant heating, books and reading material, clothing storage: closet, stove, dryer, dishes and silverware, washer, dedicated workspace, iron, dishwasher, central heating, paid street parking off premises, cooking basics, smoke alarm, heating - split type ductless system, oven, barbecue utensils, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, portable fans, cleaning products, microwave, coffee maker, hot water kettle, essentials, refrigerator, 40 inch hdtv with amazon prime video, hbo max, netflix, premium cable, standard cable, bed linens, portable heater, bbq grill, toaster",76.0,28,1125,4.85,"beach, beaches, cozy"
first floor 1 bedroom in a beautiful toronto house,briar hill-belgravia,private room in rental unit,2,"first aid kit, wifi, laundromat nearby, smoke alarm, washer, lock on bedroom door, fire extinguisher, kitchen, private entrance, free parking on premises",73.0,1,7,4.97,
dragon jin single room 2,dufferin grove,private room in home,1,"wifi, smoke alarm, fire extinguisher, kitchen, lock on bedroom door",71.0,28,100,5.0,
york village elegant 1st floor room + ensuite wc,york university heights,private room in home,2,"private living room, wifi, kitchen, hot water, free street parking, shampoo, exterior security cameras on property, clothing storage, shower gel, bathtub, stove, keypad, dryer, dishes and silverware, washer, lock on bedroom door, dedicated workspace, free parking on premises, iron, paid parking off premises, conditioner, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, air conditioning, coffee maker, essentials, 32 inch hdtv with netflix, heating, refrigerator, bed linens, pocket wifi, long term stays allowed",43.0,2,365,4.94,suite
room for rent in toronto,caledonia-fairbank,private room in home,1,"wine glasses, stainless steel oven, wifi, freezer, indoor fireplace, blender, dining table, kitchen, hot water, rice maker, shampoo, shower gel, baking sheet, first aid kit, outdoor furniture, clothing storage: closet, safe, bathtub, room-darkening shades, stove, coffee, dishes and silverware, tv, free dryer – in unit, host greets you, lock on bedroom door, dedicated workspace, free washer – in unit, free parking on premises, toaster, iron, dishwasher, central heating, conditioner, cooking basics, smoke alarm, private backyard – fully fenced, children’s books and toys, barbecue utensils, cleaning available during stay, hangers, extra pillows and blankets, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, air conditioning, hot water kettle, essentials, refrigerator, mini fridge, bed linens, long term stays allowed, bbq grill, body soap",52.0,28,365,5.0,
private suite in a quite neighborhood near subway,ionview,entire guest suite,3,"freezer, laundromat nearby, fast wifi – 436 mbps, dining table, kitchen, hot water, rice maker, private entrance, free street parking, exterior security cameras on property, baking sheet, outdoor furniture, luggage dropoff allowed, stove, keypad, dryer, dishes and silverware, tv, washer, backyard, dedicated workspace, free parking on premises, iron, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, fire extinguisher, extra pillows and blankets, carbon monoxide alarm, microwave, private patio or balcony, air conditioning, hot water kettle, essentials, refrigerator, heating, bed linens, outdoor playground, long term stays allowed, toaster",71.0,28,730,4.95,"near subway, private, suite, view"
condo in yorkville,annex,entire condo,1,"wifi, freezer, gym, dining table, kitchen, hot water, private entrance, elevator, clothing storage: closet, bathtub, stove, stainless steel single oven, dryer, dishes and silverware, washer, central heating, cooking basics, smoke alarm, hangers, carbon monoxide alarm, cleaning products, microwave, air conditioning, coffee maker, essentials, refrigerator, exercise equipment, bed linens, long term stays allowed, toaster",85.0,30,360,5.0,"annex, condo"
beach hill detached 3 br home,woodbine corridor,entire home,4,"drying rack for clothing, stainless steel oven, wifi, freezer, outdoor dining area, fireplace guards, laundromat nearby, dining table, kitchen, hot water, rice maker, shampoo, private entrance, free street parking, exterior security cameras on property, shower gel, baking sheet, outdoor furniture, luggage dropoff allowed, books and reading material, clothing storage: closet, bathtub, room-darkening shades, stove, keypad, dishes and silverware, tv, central air conditioning, toaster, iron, dishwasher, central heating, paid street parking off premises, conditioner, cooking basics, smoke alarm, self check-in, barbecue utensils, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, private patio or balcony, sound system, private backyard, hot water kettle, essentials, sun loungers, refrigerator, hammock, bed linens, bbq grill, body soap",293.0,2,20,4.86,beach
separate entrance to basement 401/404 and collage,hillcrest village,private room in home,1,"wine glasses, wifi, freezer, dining table, hot water, rice maker, shampoo, private entrance, building staff, safe, bathtub, room-darkening shades, dryer, dishes and silverware, washer, bidet, dedicated workspace, free parking on premises, toaster, iron, central heating, smoke alarm, coffee maker: drip coffee maker, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, clothing storage: walk-in closet, air conditioning, hot water kettle, essentials, refrigerator, mini fridge, bed linens, long term stays allowed, body soap",51.0,30,420,4.17,basement
luxury condo w/stunning lake views in king west,niagara,entire condo,4,"outdoor dining area, standalone high chair - available upon request, kitchen, board games, rice maker, baking sheet, outdoor furniture, exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing, ev charger, dishes and silverware, host greets you, whirlpool refrigerator, dedicated workspace, free washer – in unit, coffee maker: keurig coffee machine, dishwasher, central heating, paid parking off premises, smoke alarm, hangers, extra pillows and blankets, carbon monoxide alarm, portable fans, shared gym in building, essentials, paid parking garage on premises – 1 space, outdoor playground, body soap, lockbox, single level home, freezer, pack ’n play/travel crib - available upon request, pets allowed, baby bath - available upon request, luggage dropoff allowed, books and reading material, room-darkening shades, housekeeping available from 9:00 am to 5:00 pm, 5 days a week - available at extra cost, coffee, free dryer – in unit, iron, city skyline view, conditioner, whirlpool stainless steel single oven, free parking garage on premises, long term stays allowed, wifi, blender, alexa bluetooth sound system, hot water, private entrance, shower gel, crib - available upon request, central air conditioning, baby monitor - available upon request, pool table, hair dryer, private patio or balcony, cleaning products, hot water kettle, 55 inch hdtv with netflix, roku, standard cable, waterfront, lake access, bed linens, wine glasses, laundromat nearby, record player, shampoo, elevator, bathtub, lake view, stainless steel electric stove, cooking basics, self check-in, clothing storage: closet, wardrobe, and dresser, hammock, toaster",152.0,28,200,4.97,"condo, king, luxury, view, views"
cozy beaches studio to be your home in toronto,the beaches,private room in rental unit,2,"paid parking on premises, private living room, wifi, beach access – beachfront, private entrance, shampoo, luggage dropoff allowed, dryer, dishes and silverware, tv, washer, lock on bedroom door, backyard, smoke alarm, oven, cleaning available during stay, hangers, carbon monoxide alarm, patio or balcony, air conditioning, essentials, lake access, refrigerator, heating, long term stays allowed",81.0,28,90,5.0,"beach, beaches, cozy, studio"
beautiful 1 bedroom apartment,south parkdale,entire rental unit,2,"wifi, laundromat nearby, smoke alarm, tv, carbon monoxide alarm, hot water, kitchen, long term stays allowed, air conditioning",128.0,1,365,4.48,apartment
private bathroom the b flat wasabi suite,moss park,private room in guesthouse,2,"lockbox, wine glasses, wifi, freezer, laundromat nearby, blender, free washer – in building, clothing storage: wardrobe, dining table, kitchen, hot water, board games, shampoo, private entrance, electric stove, exterior security cameras on property, shower gel, baking sheet, first aid kit, luggage dropoff allowed, books and reading material, bikes, room-darkening shades, stainless steel single oven, coffee, dishes and silverware, central air conditioning, exercise equipment: free weights, treadmill, yoga mat, workout bench, rowing, dedicated workspace, iron, paid parking lot off premises, dishwasher, central heating, conditioner, cooking basics, smoke alarm, mosquito net, self check-in, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, long term stays allowed, private gym in building, hot water kettle, 55 inch hdtv with amazon prime video, chromecast, netflix, premium cable, standard cable, dvd player, coffee maker: drip coffee maker, keurig coffee machine, essentials, refrigerator, mini fridge, bed linens, free dryer – in building, toaster",88.0,28,180,5.0,"bath, flat, private, suite"
very spacious private ensuite toronto,downsview-roding-cfb,private room in home,2,"wifi, kitchen, hot water, shampoo, shower gel, stove, dryer, dishes and silverware, washer, lock on bedroom door, dedicated workspace, cooking basics, smoke alarm, hangers, hair dryer, fire extinguisher, carbon monoxide alarm, cleaning products, microwave, air conditioning, hot water kettle, essentials, refrigerator, heating, long term stays allowed",35.0,28,365,4.0,"private, spacious, suite, view"
little italy penthouse w remote work station,trinity-bellwoods,entire rental unit,2,"wifi, kitchen, hot water, stove, dryer, dishes and silverware, tv, washer, dedicated workspace, dishwasher, city skyline view, cooking basics, smoke alarm, oven, hangers, hair dryer, carbon monoxide alarm, private patio or balcony, air conditioning, coffee maker, essentials, refrigerator, heating, bed linens",149.0,28,99,4.71,"little italy, penthouse, trinity-bellwoods"
"two queen beds, w/ gym, parking, wifi",waterfront communities-the island,entire rental unit,4,"wine glasses, single level home, wifi, freezer, pets allowed, dining table, kitchen, hot water, private entrance, shampoo, free residential garage on premises – 1 space, shower gel, baking sheet, outdoor furniture, elevator, clothing storage: closet, bathtub, room-darkening shades, shared bbq grill: gas, stainless steel double oven, coffee, keypad, dishes and silverware, tv, free dryer – in unit, washer, central air conditioning, coffee maker: drip coffee maker, french press, induction stove, toaster, iron, paid parking lot off premises, dishwasher, central heating, conditioner, exercise equipment: free weights, stationary bike, treadmill, yoga mat, workout bench, smoke alarm, cooking basics, self check-in, paid pack ’n play/travel crib - available upon request, cleaning available during stay, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, microwave, hot water kettle, shared gym in building, essentials, refrigerator, bed linens, long term stays allowed, body soap",171.0,30,365,5.0,"king, parking, waterfront, wifi"
"contemporary, urban loft on the danforth.",east end-danforth,entire loft,4,"wine glasses, wifi, pets allowed, dining table, kitchen, hot water, private entrance, shampoo, shower gel, outdoor furniture, luggage dropoff allowed, books and reading material, room-darkening shades, stove, coffee, dryer, keypad, dishes and silverware, washer, backyard, tv with standard cable, free parking on premises, clothing storage: closet and dresser, toaster, iron, dishwasher, cooking basics, smoke alarm, self check-in, oven, cleaning available during stay, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, air conditioning, coffee maker, hot water kettle, essentials, refrigerator, heating, bed linens, long term stays allowed, body soap",186.0,28,1125,4.85,loft
bright & stylish 1 bedroom condo in king west,waterfront communities-the island,entire condo,2,"lockbox, drying rack for clothing, wine glasses, wifi, freezer, blender, kitchen, hot water, shampoo, shower gel, baking sheet, outdoor furniture, elevator, books and reading material, clothing storage: closet, bathtub, room-darkening shades, lake view, dishes and silverware, free dryer – in unit, central air conditioning, dedicated workspace, free washer – in unit, paid parking garage off premises, toaster, iron, bosch stainless steel electric stove, dishwasher, central heating, city skyline view, conditioner, smoke alarm, cooking basics, oven, coffee maker: drip coffee maker, self check-in, hangers, hair dryer, private patio or balcony, cleaning products, microwave, 55 inch hdtv with amazon prime video, netflix, roku, standard cable, hot water kettle, essentials, refrigerator, bed linens, long term stays allowed, body soap",306.0,3,365,5.0,"bright, condo, king, stylish, waterfront"
"cosy br, own bathroom, tv, 3mins to ttc station",dovercourt-wallace emerson-junction,private room in home,2,"wine glasses, wifi, freezer, outdoor dining area, 50 inch hdtv with netflix, blender, dining table, kitchen, hot water, board games, shampoo, rice maker, exterior security cameras on property, shower gel, baking sheet, first aid kit, outdoor furniture, luggage dropoff allowed, room-darkening shades, stove, coffee, dryer, keypad, dishes and silverware, washer, lock on bedroom door, backyard, dedicated workspace, toaster, iron, clothing storage: dresser, paid parking off premises, conditioner, cooking basics, smoke alarm, self check-in, oven, barbecue utensils, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, portable fans, microwave, patio or balcony, air conditioning, coffee maker, hot water kettle, essentials, refrigerator, heating, mini fridge, bed linens, bbq grill, body soap",109.0,1,30,4.92,bath
375-22,york university heights,private room in home,2,"wifi, hot water, shampoo, shower gel, first aid kit, luggage dropoff allowed, host greets you, lock on bedroom door, dedicated workspace, iron, conditioner, smoke alarm, cleaning available during stay, hangers, hair dryer, fire extinguisher, extra pillows and blankets, carbon monoxide alarm, microwave, air conditioning, essentials, heating, mini fridge, bed linens, long term stays allowed, body soap",40.0,28,365,5.0,
2 bedroom @queens way city centre suite,islington-city centre west,entire rental unit,5,"wifi, freezer, outdoor dining area, pets allowed, dining table, kitchen, hot water, electric stove, shower gel, elevator, first aid kit, park view, safe, stainless steel single oven, ev charger, dishes and silverware, tv, free dryer – in unit, washer, free parking on premises, iron, dishwasher, central heating, conditioner, cooking basics, smoke alarm, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, air conditioning, hot water kettle, waterfront, essentials, refrigerator, exercise equipment, smart lock, bed linens, long term stays allowed, toaster",89.0,28,365,5.0,"city, suite"
sleek 2br w 2ba walk to uoft! sleeps 5 - 3 beds,bay street corridor,entire condo,5,"wine glasses, single level home, wifi, freezer, dining table, kitchen, hot water, shampoo, baking sheet, first aid kit, clothing storage: closet, stove, dishes and silverware, tv, free dryer – in unit, washer, toaster, iron, dishwasher, central heating, paid parking off premises, cooking basics, smoke alarm, coffee maker: drip coffee maker, oven, hangers, hair dryer, fire extinguisher, carbon monoxide alarm, cleaning products, microwave, air conditioning, hot water kettle, refrigerator, bed linens, long term stays allowed, body soap",395.0,28,180,4.91,walk to
amazing condo in the entertainment district,waterfront communities-the island,entire condo,3,"wine glasses, wifi, freezer, dining table, kitchen, hot water, shampoo, building staff, shower gel, elevator, clothing storage: closet, stove, coffee, dishes and silverware, free dryer – in unit, central air conditioning, dedicated workspace, free washer – in unit, iron, dishwasher, paid parking off premises, conditioner, hdtv with fire tv, amazon prime video, netflix, smoke alarm, cooking basics, oven, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, private patio or balcony, coffee maker, hot water kettle, shared gym in building, essentials, refrigerator, heating, bed linens, body soap",219.0,1,1125,4.81,"condo, entertainment district, waterfront"
"beautiful, modern 2f apt @lake ontario/go station",long branch,entire rental unit,6,"wine glasses, stainless steel oven, ethernet connection, other stainless steel gas stove, laundromat nearby, clothing storage: wardrobe, dining table, kitchen, hot water, rice maker, private entrance, free street parking, exterior security cameras on property, 55 inch hdtv with chromecast, disney+, netflix, standard cable, first aid kit, luggage dropoff allowed, bathtub, room-darkening shades, coffee, keypad, dishes and silverware, central air conditioning, bidet, dedicated workspace, iron, dishwasher, fast wifi – 263 mbps, central heating, cooking basics, smoke alarm, coffee maker: drip coffee maker, self check-in, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, hot water kettle, shared beach access, essentials, refrigerator, paid dryer – in building, bed linens, paid washer – in building, long term stays allowed, toaster",175.0,30,1125,4.93,modern
a standard room in core downtown toronto,kensington-chinatown,private room in townhouse,2,"drying rack for clothing, paid parking on premises, wifi, bathtub, shared hot tub, microwave, hair dryer, hot water, lock on bedroom door, kitchen, bbq grill, coffee maker, air conditioning",60.0,1,365,4.53,downtown
luxury condo city & lake view at level 41 +parking,waterfront communities-the island,entire condo,5,"drying rack for clothing, wine glasses, freezer, dining table, kitchen, hot water, beach access – beachfront, shampoo, free residential garage on premises – 1 space, miele electric stove, shower gel, clothing storage, elevator, first aid kit, safe, bathtub, room-darkening shades, miele refrigerator, lake view, coffee, fast wifi – 928 mbps, free washer – in unit, coffee maker: keurig coffee machine, toaster, iron, dishwasher, city skyline view, conditioner, smoke alarm, cooking basics, hangers, hair dryer, carbon monoxide alarm, microwave, air conditioning, hot water kettle, 55 inch hdtv with roku, lake access, miele oven, heating, bed linens, long term stays allowed, body soap",284.0,2,84,5.0,"city, condo, king, luxury, parking, view, waterfront"
389-22,york university heights,private room in home,2,"wifi, hot water, shampoo, shower gel, first aid kit, luggage dropoff allowed, host greets you, lock on bedroom door, dedicated workspace, iron, conditioner, smoke alarm, cleaning available during stay, hangers, hair dryer, fire extinguisher, extra pillows and blankets, carbon monoxide alarm, microwave, air conditioning, essentials, heating, mini fridge, bed linens, long term stays allowed, body soap",35.0,28,365,5.0,
barbie inspired cozy distillerydstrict dtown house,regent park,entire home,8,"stainless steel oven, freezer, outdoor dining area, 75 inch tv, pets allowed, fast wifi – 625 mbps, kitchen, hot water, dining table, shampoo, shower gel, clothing storage, outdoor furniture, first aid kit, room-darkening shades, coffee, keypad, dishes and silverware, washer, dedicated workspace, toaster, iron, dishwasher, conditioner, cooking basics, smoke alarm, private backyard – fully fenced, self check-in, hangers, free parking on premises – 1 space, hair dryer, fire extinguisher, cleaning products, microwave, air conditioning, hot water kettle, coffee maker: french press, keurig coffee machine, nespresso, essentials, refrigerator, dryer – in unit, heating, bed linens, body soap",483.0,3,365,4.77,cozy
room in luxurious condo downtown *female only,waterfront communities-the island,private room in condo,2,"wine glasses, stainless steel oven, wifi, freezer, gym, blender, dining table, kitchen, hot water, shampoo, electric stove, clothing storage, elevator, books and reading material, bathtub, room-darkening shades, pool, dishes and silverware, tv, washer, bidet, dedicated workspace, iron, paid parking lot off premises, pool table, dishwasher, central heating, cooking basics, sauna, smoke alarm, coffee maker: drip coffee maker, hot tub, hangers, hair dryer, extra pillows and blankets, microwave, patio or balcony, hot water kettle, lake access, refrigerator, exercise equipment, bed linens, movie theater, long term stays allowed, bbq grill, toaster",40.0,29,365,5.0,"condo, downtown, luxurious, waterfront"
"designer condo by cn tower, downtown, center",waterfront communities-the island,entire rental unit,5,"wifi, freezer, dining table, kitchen, hot water, shampoo, clothing storage: closet, bathtub, stove, coffee, dishes and silverware, tv, free dryer – in unit, washer, iron, dishwasher, central heating, conditioner, smoke alarm, hangers, hair dryer, extra pillows and blankets, cleaning products, microwave, air conditioning, coffee maker, hot water kettle, essentials, refrigerator, bed linens, toaster",100.0,28,365,5.0,"condo, downtown, waterfront"
private basement (1 bedroom + den) apartment,bayview woods-steeles,entire home,2,"drying rack for clothing, wine glasses, wifi, freezer, laundromat nearby, free washer – in building, dining table, kitchen, hot water, private entrance, shampoo, electric stove, exterior security cameras on property, clothing storage, first aid kit, luggage dropoff allowed, books and reading material, bathtub, room-darkening shades, coffee, keypad, dishes and silverware, central air conditioning, dedicated workspace, free parking on premises, toaster, iron, conditioner, cooking basics, smoke alarm, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, tv with fire tv, fire extinguisher, microwave, long term stays allowed, coffee maker, hot water kettle, essentials, refrigerator, heating, bed linens, free dryer – in building, body soap",60.0,28,90,4.95,"apartment, basement, private, view"
luxe 3br condo downtown toronto with free parking,waterfront communities-the island,entire rental unit,8,"lockbox, wine glasses, wifi, freezer, laundromat nearby, pets allowed, blender, dining table, kitchen, hot water, beach access – beachfront, shampoo, shower gel, clothing storage, outdoor furniture, elevator, luggage dropoff allowed, stove, coffee, dryer, dishes and silverware, tv, washer, dedicated workspace, free parking on premises, toaster, dishwasher, paid parking off premises, conditioner, cooking basics, smoke alarm, self check-in, oven, barbecue utensils, cleaning available during stay, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, patio or balcony, air conditioning, coffee maker, hot water kettle, waterfront, essentials, lake access, sun loungers, refrigerator, heating, bed linens, long term stays allowed, body soap",377.0,1,365,4.84,"condo, downtown, free parking, king, parking, waterfront"
